users,concurrency,variant,complexity,p99_duration
10000,3,postgres_normal,medium,200.74759999999992
10000,3,postgres_normal,update,39.16969999999998
10000,3,postgres_normal,very_complex,70.93509999999999
10000,3,postgres_optimized,complex,48.47069999999999
10000,3,postgres_optimized,create,44.88179999999998
10000,3,postgres_optimized,delete,32.78769999999992
10000,3,postgres_optimized,easy,208.8481
10000,3,postgres_optimized,medium,54.8199
10000,3,postgres_optimized,update,34.77899999999991
10000,3,postgres_optimized,very_complex,72.4763
10000,5,neo4j_normal,complex,284.7355999999998
10000,5,neo4j_normal,create,40.028999999999954
10000,5,neo4j_normal,delete,22.293299999999995
10000,5,neo4j_normal,easy,25081.7058
10000,5,neo4j_normal,medium,1433.6008
10000,5,neo4j_normal,update,479.3296999999999
10000,5,neo4j_normal,very_complex,253.58469999999977
10000,5,neo4j_optimized,complex,218.91919999999993
10000,5,neo4j_optimized,create,54.350500000000004
10000,5,neo4j_optimized,delete,38.34879999999993
10000,5,neo4j_optimized,easy,25237.079599999997
10000,5,neo4j_optimized,medium,2450.900299999988
10000,5,neo4j_optimized,update,489.2079
10000,5,neo4j_optimized,very_complex,176.0986
10000,5,postgres_normal,complex,88.4254
10000,5,postgres_normal,create,61.72229999999998
10000,5,postgres_normal,delete,56.911999999999956
10000,5,postgres_normal,easy,331.25419999999997
10000,5,postgres_normal,medium,429.68589999999995
10000,5,postgres_normal,update,67.01549999999999
10000,5,postgres_normal,very_complex,95.1565
10000,5,postgres_optimized,complex,69.9953
10000,5,postgres_optimized,create,61.81199999999996
10000,5,postgres_optimized,delete,60.09909999999999
10000,5,postgres_optimized,easy,329.50169999999997
10000,5,postgres_optimized,medium,80.20609999999998
10000,5,postgres_optimized,update,48.8131
10000,5,postgres_optimized,very_complex,101.42
10000,10,neo4j_normal,complex,429.80819999999994
10000,10,neo4j_normal,create,33.7861
10000,10,neo4j_normal,delete,25.241999999999997
10000,10,neo4j_normal,easy,50701.3153
10000,10,neo4j_normal,medium,6087.01979999999
10000,10,neo4j_normal,update,532.7466
10000,10,neo4j_normal,very_complex,285.74799999999993
10000,10,neo4j_optimized,complex,397.1104999999998
10000,10,neo4j_optimized,create,64.8641
10000,10,neo4j_optimized,delete,42.09409999999998
10000,10,neo4j_optimized,easy,51003.1191
10000,10,neo4j_optimized,medium,4420.627399999984
10000,10,neo4j_optimized,update,599.1530999999994
10000,10,neo4j_optimized,very_complex,254.89499999999958
10000,10,postgres_normal,complex,159.13949999999997
10000,10,postgres_normal,create,118.86609999999999
10000,10,postgres_normal,delete,114.6039
10000,10,postgres_normal,easy,662.8611999999999
10000,10,postgres_normal,medium,694.4318999999996
10000,10,postgres_normal,update,118.6523
10000,10,postgres_normal,very_complex,165.3516
10000,10,postgres_optimized,complex,138.0872
10000,10,postgres_optimized,create,113.62369999999997
10000,10,postgres_optimized,delete,116.1621
10000,10,postgres_optimized,easy,652.8051999999999
10000,10,postgres_optimized,medium,156.70739999999998
10000,10,postgres_optimized,update,113.82919999999999
10000,10,postgres_optimized,very_complex,165.36199999999997
100000,1,neo4j_normal,complex,1274.4616999999973
100000,1,neo4j_normal,create,182.4812
100000,1,neo4j_normal,delete,200.67889999999986
100000,1,neo4j_normal,easy,4669.5857
100000,1,neo4j_normal,medium,689.1773999999994
100000,1,neo4j_normal,update,430.02019999999993
100000,1,neo4j_normal,very_complex,2579.7696999999953
100000,1,neo4j_optimized,complex,1501.616999999999
100000,1,neo4j_optimized,create,405.75999999999993
100000,1,neo4j_optimized,delete,309.97279999999995
100000,1,neo4j_optimized,easy,4590.5864
100000,1,neo4j_optimized,medium,692.7193999999993
100000,1,neo4j_optimized,update,503.66529999999796
100000,1,neo4j_optimized,very_complex,2058.5004999999987
100000,1,postgres_normal,complex,76.9181
100000,1,postgres_normal,create,10.831299999999999
100000,1,postgres_normal,delete,10.901
100000,1,postgres_normal,easy,93.1947
100000,1,postgres_normal,medium,107.7667
100000,1,postgres_normal,update,7.958299999999974
100000,1,postgres_normal,very_complex,463.6669
100000,1,postgres_optimized,complex,79.0765
100000,1,postgres_optimized,create,6.541199999999999
100000,1,postgres_optimized,delete,10.823299999999998
100000,1,postgres_optimized,easy,94.2152
100000,1,postgres_optimized,medium,46.7414
100000,1,postgres_optimized,update,7.541699999999935
100000,1,postgres_optimized,very_complex,458.5775
100000,3,neo4j_normal,complex,521.6771
100000,3,neo4j_normal,create,194.38
100000,3,neo4j_normal,delete,104.35319999999997
100000,3,neo4j_normal,easy,14819.0308
100000,3,neo4j_normal,medium,1315.7595999999958
100000,3,neo4j_normal,update,482.0080999999997
100000,3,neo4j_normal,very_complex,2344.5148
100000,3,neo4j_optimized,complex,969.2020999999936
100000,3,neo4j_optimized,create,546.7408999999991
100000,3,neo4j_optimized,delete,267.4422
100000,3,neo4j_optimized,easy,14856.4698
100000,3,neo4j_optimized,medium,1125.1835999999996
100000,3,neo4j_optimized,update,486.08829999999995
100000,3,neo4j_optimized,very_complex,1981.4212999999993
100000,3,postgres_normal,complex,144.94159999999997
100000,3,postgres_normal,create,32.18679999999995
100000,3,postgres_normal,delete,27.233199999999986
100000,3,postgres_normal,easy,209.65419999999997
100000,3,postgres_normal,medium,144.06629999999998
100000,3,postgres_normal,update,31.48309999999995
100000,3,postgres_normal,very_complex,514.6098000000001
100000,3,postgres_optimized,complex,163.45339999999996
100000,3,postgres_optimized,create,39.65059999999997
100000,3,postgres_optimized,delete,37.32349999999997
100000,3,postgres_optimized,easy,211.6079
100000,3,postgres_optimized,medium,106.55899999999978
100000,3,postgres_optimized,update,44.262199999999986
100000,3,postgres_optimized,very_complex,522.5122
100000,5,neo4j_normal,complex,621.8352999999997
100000,5,neo4j_normal,create,257.34959999999984
100000,5,neo4j_normal,delete,125.02089999999997
100000,5,neo4j_normal,easy,25213.338900000002
100000,5,neo4j_normal,medium,2018.669199999993
100000,5,neo4j_normal,update,489.4708
100000,5,neo4j_normal,very_complex,2576.0310999999992
100000,5,neo4j_optimized,complex,727.8880999999999
100000,5,neo4j_optimized,create,451.35409999999985
100000,5,neo4j_optimized,delete,283.3784
100000,5,neo4j_optimized,easy,25307.142
100000,5,neo4j_optimized,medium,3195.586199999991
100000,5,neo4j_optimized,update,520.2165
100000,5,neo4j_optimized,very_complex,2140.4644999999996
100000,5,postgres_normal,complex,402.0228999999997
100000,5,postgres_normal,create,49.02899999999997
100000,5,postgres_normal,delete,58.8215
100000,5,postgres_normal,easy,336.21389999999997
100000,5,postgres_normal,medium,228.7218999999999
100000,5,postgres_normal,update,56.04149999999994
100000,5,postgres_normal,very_complex,557.8143
100000,5,postgres_optimized,complex,438.6323999999999
100000,5,postgres_optimized,create,64.27259999999995
100000,5,postgres_optimized,delete,58.93389999999995
100000,5,postgres_optimized,easy,332.1126
100000,5,postgres_optimized,medium,108.0332
100000,5,postgres_optimized,update,51.86289999999996
100000,5,postgres_optimized,very_complex,569.742
100000,10,neo4j_normal,complex,816.2208999999999
100000,10,neo4j_normal,create,303.6099999999998
100000,10,neo4j_normal,delete,139.33539999999996
100000,10,neo4j_normal,easy,50844.721
100000,10,neo4j_normal,medium,3963.6275999999893
100000,10,neo4j_normal,update,560.7071
100000,10,neo4j_normal,very_complex,4830.891299999998
100000,10,neo4j_optimized,complex,867.1883999999999
100000,10,neo4j_optimized,create,552.1564999999999
100000,10,neo4j_optimized,delete,373.46799999999985
100000,10,neo4j_optimized,easy,51087.8918
100000,10,neo4j_optimized,medium,5888.347799999997
100000,10,neo4j_optimized,update,561.7647999999995
100000,10,neo4j_optimized,very_complex,4085.476299999994
100000,10,postgres_normal,complex,612.1733999999996
100000,10,postgres_normal,create,115.97509999999997
100000,10,postgres_normal,delete,119.4047
100000,10,postgres_normal,easy,648.5159999999997
100000,10,postgres_normal,medium,477.8242999999997
100000,10,postgres_normal,update,118.61829999999999
100000,10,postgres_normal,very_complex,723.7501999999997
100000,10,postgres_optimized,complex,767.4667999999999
100000,10,postgres_optimized,create,104.73299999999989
100000,10,postgres_optimized,delete,116.3856
100000,10,postgres_optimized,easy,648.7185999999999
100000,10,postgres_optimized,medium,181.85829999999999
100000,10,postgres_optimized,update,119.7929
100000,10,postgres_optimized,very_complex,722.0957
