users,concurrency,variant,complexity,n,mean,std,ci_lower,ci_upper
1000,10,postgres_optimized,update,200,97.71265,3.760075974521108,97.1883510806494,98.2369489193506
1000,10,postgres_optimized,very_complex,150,102.97060000000002,5.615519510172457,102.06458758787967,103.87661241212037
10000,1,neo4j_normal,complex,150,37.0796,22.212621929733746,33.49579780011105,40.66340219988895
10000,1,neo4j_normal,create,200,18.67785,8.52090228533818,17.489709151153484,19.865990848846515
10000,1,neo4j_normal,delete,200,14.46015,4.616683692770762,13.816407084296934,15.103892915703067
10000,1,neo4j_normal,easy,150,657.7392666666667,1171.7680349246907,468.68527409403055,846.7932592393029
10000,1,neo4j_normal,medium,150,202.8038,281.54911626217796,157.3784402460253,248.2291597539747
10000,1,neo4j_normal,update,200,109.15870000000001,173.72187471959438,84.93520244297397,133.38219755702605
10000,1,neo4j_normal,very_complex,150,95.48866666666666,67.49422204121288,84.59909486392039,106.37823846941293
10000,1,neo4j_optimized,complex,150,41.71293333333333,29.758904968006714,36.91160778842468,46.51425887824198
10000,1,neo4j_optimized,create,200,24.1158,15.17160828156482,22.000295451491986,26.231304548508014
10000,1,neo4j_optimized,delete,200,21.612799999999996,16.055116223332785,19.374100531430393,23.8514994685696
10000,1,neo4j_optimized,easy,150,652.6620666666666,1168.304993336685,464.166803995465,841.1573293378683
10000,1,neo4j_optimized,medium,150,202.97546666666668,270.95114094484074,159.25999273242047,246.69094060091288
10000,1,neo4j_optimized,update,200,119.583,203.46778213228043,91.21178116892158,147.9542188310784
10000,1,neo4j_optimized,very_complex,150,83.21693333333334,50.54283553669586,75.06231179617168,91.371554870495
10000,1,postgres_normal,complex,150,13.578466666666667,10.365213034823293,11.90613489988894,15.250798433444395
10000,1,postgres_normal,create,200,3.3095,2.5128733378465977,2.959109001407022,3.659890998592978
10000,1,postgres_normal,delete,200,2.82505,1.8632596922878257,2.5652400786697624,3.0848599213302377
10000,1,postgres_normal,easy,150,12.27206666666667,22.784631942324715,8.59597591354133,15.948157419792008
10000,1,postgres_normal,medium,150,30.64286666666667,40.24953848310448,24.148973914313242,37.136759419020095
10000,1,postgres_normal,update,200,2.9785500000000003,2.1965222391854313,2.672270487527871,3.2848295124721294
10000,1,postgres_normal,very_complex,150,27.821466666666673,7.399884851876352,26.627563322209163,29.015370011124183
10000,1,postgres_optimized,complex,150,4.359133333333334,3.594194972296499,3.7792430399095,4.9390236267571686
10000,1,postgres_optimized,create,200,3.6832,2.204253941175093,3.375842391493272,3.9905576085067276
10000,1,postgres_optimized,delete,200,3.1296999999999997,1.097524812278902,2.9766629132662428,3.2827370867337566
10000,1,postgres_optimized,easy,150,12.359266666666668,22.971185571770278,8.653077201659444,16.06545613167389
10000,1,postgres_optimized,medium,150,8.388933333333332,8.641809339093513,6.994656898140999,9.783209768525666
10000,1,postgres_optimized,update,200,3.62965,2.0052710383351995,3.350038246001302,3.9092617539986976
10000,1,postgres_optimized,very_complex,150,26.53346666666667,10.63525402470587,24.817566270455515,28.249367062877823
10000,3,neo4j_normal,complex,150,73.33,42.55891275671357,66.4635109540479,80.19648904595209
10000,3,neo4j_normal,create,200,18.55475,7.831149497343844,17.462787165591223,19.646712834408774
10000,3,neo4j_normal,delete,200,15.119450000000002,4.539181428152927,14.486513874867578,15.752386125132427
10000,3,neo4j_normal,easy,150,1908.0450666666668,3733.974764641857,1305.6025896738702,2510.4875436594634
10000,3,neo4j_normal,medium,150,320.3834666666667,433.6495133741609,250.4181071099564,390.34882622337705
10000,3,neo4j_normal,update,200,121.60029999999999,204.37332193931908,93.1028141611599,150.09778583884008
10000,3,neo4j_normal,very_complex,150,107.69893333333333,72.0456577656241,96.07502924809484,119.32283741857182
10000,3,neo4j_optimized,complex,150,77.637,48.288645249862974,69.84607132784436,85.42792867215564
10000,3,neo4j_optimized,create,200,27.691149999999997,32.49946719590319,23.159476798249695,32.2228232017503
10000,3,neo4j_optimized,delete,200,19.18435,9.344007274033231,17.88143672128526,20.487263278714735
10000,3,neo4j_optimized,easy,150,1896.474866666667,3726.1901517137458,1295.2883653540625,2497.6613679792713
10000,3,neo4j_optimized,medium,150,354.15833333333336,526.0686156810594,269.2820018433248,439.0346648233419
10000,3,neo4j_optimized,update,200,116.92735,183.63345492123446,91.321797712168,142.532902287832
10000,3,neo4j_optimized,very_complex,150,95.47426666666668,62.33576650447336,85.41696420875853,105.53156912457483
10000,3,postgres_normal,complex,150,42.7524,13.567555688321486,40.563399706530134,44.94140029346987
10000,3,postgres_normal,create,200,24.7837,1.8112940791616445,24.531136079811777,25.036263920188222
10000,3,postgres_normal,delete,200,24.13035,0.9254711566597013,24.001303797046976,24.259396202953024
10000,3,postgres_normal,easy,150,45.016933333333334,46.01301242779144,37.5931570819805,52.44070958468617
10000,3,postgres_normal,medium,150,74.37099999999998,69.5847810807341,63.14413572865031,85.59786427134965
10000,3,postgres_normal,update,200,24.83045,2.7118752986961607,24.45231048948091,25.208589510519086
10000,3,postgres_normal,very_complex,150,55.45,8.001723136572673,54.15899558501174,56.74100441498827
10000,3,postgres_optimized,complex,150,31.478933333333334,8.815370434733074,30.056654412061878,32.90121225460479
10000,3,postgres_optimized,create,200,26.35315,3.457311613881136,25.87106805397043,26.83523194602957
10000,3,postgres_optimized,delete,200,24.824700000000004,2.2723589031939087,24.50784594561536,25.141554054384645
10000,3,postgres_optimized,easy,150,44.720533333333336,45.998957484344494,37.299024717805025,52.142041948861646
10000,3,postgres_optimized,medium,150,33.526666666666664,11.554976595230778,31.66237749483229,35.390955838501036
10000,3,postgres_optimized,update,200,25.24715,2.3672290222364616,24.917067409482122,25.57723259051788
10000,3,postgres_optimized,very_complex,150,52.1416,11.334194155490827,50.312932043695234,53.97026795630476
10000,5,neo4j_normal,complex,150,113.12286666666667,66.17450219980124,102.44621951936402,123.79951381396931
10000,5,neo4j_normal,create,200,17.32335,8.011419881650225,16.20625055443677,18.44044944556323
10000,5,neo4j_normal,delete,200,14.514250000000002,4.435940971090009,13.895709557411797,15.132790442588208
10000,5,neo4j_normal,easy,150,3140.4440666666665,6281.91753856979,2126.91446329682,4153.973670036513
10000,5,neo4j_normal,medium,150,437.8332666666667,579.8899159190124,344.27336352069506,531.3931698126383
