users,concurrency,variant,query_no,n,mean,std,ci_lower,ci_upper
1000,1,postgres_optimized,15,50,3.7716000000000003,1.6892715009972887,3.291514351338019,4.251685648661981
1000,1,postgres_optimized,16,50,4.2762,1.8966779658451378,3.7371700862187747,4.815229913781225
1000,1,postgres_optimized,17,50,3.8125999999999998,2.1106869082101674,3.2127494177506657,4.412450582249334
1000,1,postgres_optimized,18,50,3.8106000000000004,2.0561072889500362,3.22626077391855,4.394939226081451
1000,1,postgres_optimized,19,50,3.4501999999999997,1.4719104481411016,3.0318876790669878,3.8685123209330117
1000,1,postgres_optimized,20,50,4.1448,2.7648650112821502,3.3590340579234472,4.930565942076553
1000,1,postgres_optimized,21,50,3.8586,2.000940605346008,3.2899389719269423,4.427261028073058
1000,1,postgres_optimized,22,50,3.8054,1.9983005126295468,3.237489277975178,4.373310722024822
1000,1,postgres_optimized,23,50,3.505,1.4213937540603,3.1010443646747916,3.908955635325208
1000,1,postgres_optimized,24,50,3.5998,1.5615305024891706,3.156017941431911,4.04358205856809
1000,3,neo4j_normal,1,50,5714.876799999999,4596.4527090823385,4408.5793936439695,7021.174206356029
1000,3,neo4j_normal,2,50,23.4558,0.8229193676869475,23.221928903376835,23.689671096623165
1000,3,neo4j_normal,3,50,81.5532,3.265020823760828,80.6252913487591,82.4811086512409
1000,3,neo4j_normal,4,50,999.141,328.6989719488092,905.7257857674692,1092.5562142325307
1000,3,neo4j_normal,5,50,4.627199999999999,6.0965293037121056,2.894585542447447,6.3598144575525515
1000,3,neo4j_normal,6,50,21.890400000000003,0.5129504889184071,21.744621084024395,22.03617891597561
1000,3,neo4j_normal,7,50,98.39399999999999,4.08086025344697,97.23423234825286,99.55376765174712
1000,3,neo4j_normal,8,50,6.381800000000001,0.4212938767799087,6.262069604979546,6.501530395020456
1000,3,neo4j_normal,9,50,22.892599999999998,13.21380598511439,19.13727788989983,26.647922110100165
1000,3,neo4j_normal,10,50,6.9886,0.4632362204301034,6.856949722802038,7.120250277197962
1000,3,neo4j_normal,11,50,27.049400000000002,5.0815915914249565,25.60522764880349,28.493572351196516
1000,3,neo4j_normal,12,50,7.7063999999999995,2.2543959415383292,7.065707762372471,8.347092237627528
1000,3,neo4j_normal,13,50,11.5066,2.504834191424776,10.79473399925889,12.218466000741111
1000,3,neo4j_normal,14,50,11.851999999999997,2.778819305873248,11.062268291279993,12.64173170872
1000,3,neo4j_normal,15,50,12.0594,6.249754741310302,10.283239354900083,13.835560645099918
1000,3,neo4j_normal,16,50,12.791199999999998,2.3820884680019243,12.11421794788121,13.468182052118786
1000,3,neo4j_normal,17,50,525.4836,413.9875894411151,407.8296288665779,643.1375711334222
1000,3,neo4j_normal,18,50,3.2768,1.5137376905918565,2.8466005082884265,3.706999491711574
1000,3,neo4j_normal,19,50,12.0332,2.991475262290825,11.183032137163684,12.883367862836318
1000,3,neo4j_normal,20,50,11.9288,3.473020587327406,10.941778470009618,12.915821529990383
1000,3,neo4j_normal,21,50,11.351400000000002,2.704482303623421,10.582794633566378,12.120005366433626
1000,3,neo4j_normal,22,50,11.663,2.902056448908784,10.83824468274902,12.487755317250981
1000,3,neo4j_normal,23,50,11.4746,2.971995969179017,10.629968091013339,12.319231908986662
1000,3,neo4j_normal,24,50,11.875399999999999,3.0533355531287416,11.007651637027495,12.743148362972503
1000,3,neo4j_optimized,1,50,5605.4936,4650.412500368402,4283.860990637265,6927.126209362735
1000,3,neo4j_optimized,2,50,23.260400000000004,0.9503102823041859,22.990324806023896,23.530475193976113
1000,3,neo4j_optimized,3,50,80.4636,2.32066559769531,79.80407413447787,81.12312586552213
1000,3,neo4j_optimized,4,50,934.1717999999997,165.79904146211186,887.0522337722614,981.2913662277381
1000,3,neo4j_optimized,5,50,3.8076,0.3578596236013245,3.705897420263618,3.909302579736382
1000,3,neo4j_optimized,6,50,22.321199999999997,0.7314080354259958,22.11333613624762,22.529063863752373
1000,3,neo4j_optimized,7,50,100.444,13.466066953036936,96.61698611605195,104.27101388394806
1000,3,neo4j_optimized,8,50,6.5016,1.1255426990331991,6.181724304208588,6.8214756957914116
1000,3,neo4j_optimized,9,50,21.511599999999998,4.500313531027701,20.23262504573704,22.790574954262954
1000,3,neo4j_optimized,10,50,7.018400000000001,1.6448303181514512,6.550944395757317,7.485855604242684
1000,3,neo4j_optimized,11,50,24.9804,11.484335197945745,21.716588049284887,28.244211950715112
1000,3,neo4j_optimized,12,50,9.1348,2.996047219049712,8.283332801429346,9.986267198570655
1000,3,neo4j_optimized,13,50,11.789200000000001,3.1310510982083697,10.89936512349273,12.679034876507272
1000,3,neo4j_optimized,14,50,10.9302,3.0163334209139494,10.072967526649578,11.787432473350421
1000,3,neo4j_optimized,15,50,11.4714,2.932671701047093,10.637943924361101,12.304856075638897
1000,3,neo4j_optimized,16,50,14.4774,3.135456097408399,13.58631323657162,15.368486763428379
1000,3,neo4j_optimized,17,50,434.8866,76.9341066481902,413.0221688102112,456.75103118978876
1000,3,neo4j_optimized,18,50,3.2244,0.5300102424886307,3.073772755704202,3.3750272442957985
1000,3,neo4j_optimized,19,50,12.683799999999998,2.432789521751287,11.992408867835321,13.375191132164675
1000,3,neo4j_optimized,20,50,12.0556,3.8651378305281163,10.957139982506321,13.154060017493679
1000,3,neo4j_optimized,21,50,11.164200000000001,2.8626590250809736,10.350641306715517,11.977758693284486
1000,3,neo4j_optimized,22,50,11.527800000000003,2.4626021495440096,10.82793621276257,12.227663787237436
1000,3,neo4j_optimized,23,50,11.487399999999997,2.891832841585673,10.665550199802068,12.309249800197927
1000,3,neo4j_optimized,24,50,13.604,3.0301471642041897,12.742841704243865,14.465158295756133
1000,3,postgres_normal,1,50,86.34299999999999,62.46415691402223,68.59088302384302,104.09511697615696
1000,3,postgres_normal,2,50,23.020600000000005,0.8516045120230162,22.778576675557087,23.262623324442924
1000,3,postgres_normal,3,50,24.6584,3.965036150335756,23.531549194147683,25.785250805852318
1000,3,postgres_normal,4,50,26.779600000000002,2.822181064209679,25.977545015912018,27.581654984087987
1000,3,postgres_normal,5,50,52.718199999999996,4.034199558974823,51.57169317089709,53.8647068291029
1000,3,postgres_normal,6,50,23.031799999999993,0.6612532627904534,22.843873902028655,23.219726097971332
1000,3,postgres_normal,7,50,28.25,1.3801109094739377,27.857776819292155,28.642223180707845
1000,3,postgres_normal,8,50,26.7542,2.9704106017278384,25.910018647457772,27.59838135254223
1000,3,postgres_normal,9,50,24.466199999999994,2.400048375362804,23.78411379868425,25.148286201315738
1000,3,postgres_normal,10,50,26.9576,3.2111010000703906,26.045015193100802,27.870184806899196
1000,3,postgres_normal,11,50,28.176,2.4731661934468057,27.473133944704074,28.878866055295923
1000,3,postgres_normal,12,50,26.6888,1.1070232930831092,26.374187461145254,27.003412538854747
1000,3,postgres_normal,13,50,23.950599999999998,0.7043260202897115,23.75043275978984,24.150767240210154
1000,3,postgres_normal,14,50,23.851800000000004,0.6332252718408821,23.671839368922395,24.031760631077614
1000,3,postgres_normal,15,50,24.452199999999998,2.9402445337705077,23.616591749113912,25.287808250886084
1000,3,postgres_normal,16,50,24.559599999999996,3.1145294531093635,23.674460523077478,25.444739476922514
1000,3,postgres_normal,17,50,24.172000000000004,3.3766382267405723,23.212370033813656,25.131629966186352
1000,3,postgres_normal,18,50,24.105000000000004,3.1072070600920236,23.22194152414772,24.988058475852288
1000,3,postgres_normal,19,50,24.063999999999997,2.907929342543331,23.237575624845416,24.890424375154577
1000,3,postgres_normal,20,50,23.744400000000006,0.7784997607905996,23.523152815979138,23.965647184020874
1000,3,postgres_normal,21,50,23.772800000000004,0.5877700508303065,23.605757599799464,23.939842400200543
1000,3,postgres_normal,22,50,23.7786,0.8188319455798246,23.545890535886763,24.01130946411324
1000,3,postgres_normal,23,50,24.4346,3.3033249854023854,23.495805426468163,25.373394573531836
1000,3,postgres_normal,24,50,24.0938,2.8731998019700646,23.277245651069155,24.91035434893085
1000,3,postgres_optimized,1,50,85.38960000000003,63.13448199013963,67.44697874505056,103.3322212549495
1000,3,postgres_optimized,2,50,23.221200000000003,1.3433230802599885,22.839431804675275,23.60296819532473
1000,3,postgres_optimized,3,50,24.692000000000004,3.6603462532768063,23.65174110479316,25.732258895206847
1000,3,postgres_optimized,4,50,26.3112,0.7955992222526235,26.085093202800955,26.537306797199044
1000,3,postgres_optimized,5,50,59.846199999999996,3.4026453634470566,58.87917888734122,60.81322111265877
1000,3,postgres_optimized,6,50,23.519000000000002,0.9620646378216687,23.245584255147445,23.79241574485256
1000,3,postgres_optimized,7,50,25.230799999999995,0.8224846379062877,24.997052452213484,25.464547547786506
1000,3,postgres_optimized,8,50,26.804999999999996,0.8516376780614379,26.56296724987325,27.047032750126743
1000,3,postgres_optimized,9,50,24.39,0.8900447133918241,24.137052091203447,24.642947908796554
1000,3,postgres_optimized,10,50,26.028599999999997,0.5490809018120134,25.872552934292262,26.184647065707733
1000,3,postgres_optimized,11,50,28.4404,2.063036161602998,27.854091610098447,29.026708389901554
1000,3,postgres_optimized,12,50,26.4884,3.098739282814407,25.60774803982305,27.369051960176947
1000,3,postgres_optimized,13,50,25.476,1.4702894342299286,25.05814836612326,25.89385163387674
1000,3,postgres_optimized,14,50,26.772399999999998,5.132075428526127,25.313880301045973,28.230919698954022
1000,3,postgres_optimized,15,50,25.4822,1.2891625030164637,25.115824070419716,25.84857592958028
1000,3,postgres_optimized,16,50,25.871600000000004,2.4675488622831976,25.170330372557054,26.572869627442955
1000,3,postgres_optimized,17,50,25.3164,1.9379546971390396,24.765639368979908,25.867160631020095
1000,3,postgres_optimized,18,50,25.133000000000003,1.7800289495467454,24.62712136984745,25.638878630152554
1000,3,postgres_optimized,19,50,24.276200000000003,1.0864600634113317,23.96743146635681,24.584968533643195
1000,3,postgres_optimized,20,50,25.1972,3.0738987010781265,24.323607655041187,26.07079234495881
1000,3,postgres_optimized,21,50,24.9302,3.426580070506429,23.956376718857737,25.904023281142262
1000,3,postgres_optimized,22,50,24.243,1.1763142888371496,23.908695178037785,24.577304821962212
1000,3,postgres_optimized,23,50,24.918799999999997,3.3579656377768066,23.964476724881116,25.87312327511888
1000,3,postgres_optimized,24,50,24.523799999999998,1.944606239980585,23.97114902142014,25.076450978579857
1000,5,neo4j_normal,1,50,9249.998,7922.086774680736,6998.565849671425,11501.430150328575
1000,5,neo4j_normal,2,50,38.20440000000001,2.573454091135817,37.47303243953659,38.935767560463425
1000,5,neo4j_normal,3,50,134.2222,3.9016737852530174,133.11335657906096,135.331043420939
1000,5,neo4j_normal,4,50,1282.162,186.20161023219222,1229.2440878837695,1335.0799121162306
1000,5,neo4j_normal,5,50,5.772800000000001,4.496178894690604,4.495000096382665,7.0505999036173375
1000,5,neo4j_normal,6,50,35.275999999999996,1.1736233794257396,34.94245992603093,35.609540073969065
1000,5,neo4j_normal,7,50,162.7688,16.863708968173793,157.97618693924986,167.56141306075014
1000,5,neo4j_normal,8,50,8.6126,1.2199361140850695,8.265897992471343,8.959302007528658
1000,5,neo4j_normal,9,50,35.3342,9.213097839267656,32.71586656470563,37.95253343529438
1000,5,neo4j_normal,10,50,8.527399999999998,3.115719728822127,7.641922250462741,9.412877749537255
1000,5,neo4j_normal,11,50,31.346799999999998,2.74319673493,30.56719211392674,32.12640788607326
1000,5,neo4j_normal,12,50,7.792200000000001,1.6415116104819174,7.325687562041309,8.258712437958694
1000,5,neo4j_normal,13,50,11.089600000000003,3.1695058264141855,10.188836410657697,11.990363589342309
1000,5,neo4j_normal,14,50,12.3378,3.1845015564865573,11.432774671325262,13.242825328674737
1000,5,neo4j_normal,15,50,10.819399999999998,3.4263388028384956,9.845645286370294,11.793154713629702
1000,5,neo4j_normal,16,50,13.080600000000002,2.9573977874931514,12.24011684834442,13.921083151655585
1000,5,neo4j_normal,17,50,572.2894,598.343474880679,402.2420659325228,742.3367340674772
1000,5,neo4j_normal,18,50,3.0586,1.0781333263505748,2.752197898846015,3.3650021011539852
1000,5,neo4j_normal,19,50,15.483600000000001,2.468626619753401,14.782024077273032,16.18517592272697
1000,5,neo4j_normal,20,50,16.457800000000002,2.3892978133368654,15.778769074606842,17.136830925393163
1000,5,neo4j_normal,21,50,11.004599999999998,3.1619712335239,10.105977718264551,11.903222281735445
1000,5,neo4j_normal,22,50,13.007,14.111786685936963,8.996474598430208,17.01752540156979
1000,5,neo4j_normal,23,50,10.635800000000001,3.375407512812493,9.676519798842028,11.595080201157975
1000,5,neo4j_normal,24,50,12.054400000000001,2.0450868550988144,11.473192746565267,12.635607253434735
1000,5,neo4j_optimized,1,50,9246.127,7927.245374843172,6993.228791726502,11499.025208273499
1000,5,neo4j_optimized,2,50,37.3778,1.6179910572140037,36.91797202931957,37.83762797068043
1000,5,neo4j_optimized,3,50,134.22879999999998,4.852387857371601,132.84976662928932,135.60783337071064
1000,5,neo4j_optimized,4,50,1320.0194000000001,277.71081396573345,1241.094859933779,1398.9439400662213
1000,5,neo4j_optimized,5,50,4.0574,0.5181474457239021,3.910144125242123,4.2046558747578775
1000,5,neo4j_optimized,6,50,35.3072,1.4279942262502612,34.90136853123362,35.71303146876638
1000,5,neo4j_optimized,7,50,167.45319999999995,31.32410673938537,158.55098736345403,176.35541263654588
1000,5,neo4j_optimized,8,50,8.6628,1.7722763409162323,8.15912463684213,9.166475363157872
1000,5,neo4j_optimized,9,50,34.6526,9.261988328427021,32.02037204142289,37.28482795857711
1000,5,neo4j_optimized,10,50,7.1892,0.5700513403301889,7.027193201607034,7.351206798392965
1000,5,neo4j_optimized,11,50,28.863599999999998,6.247083159363257,27.088198610088632,30.639001389911364
1000,5,neo4j_optimized,12,50,9.3322,0.7062903663739534,9.131474498809595,9.532925501190405
1000,5,neo4j_optimized,13,50,10.770800000000001,3.3414067915982293,9.82118269689571,11.720417303104293
1000,5,neo4j_optimized,14,50,10.808799999999998,2.946027169194584,9.97154834230991,11.646051657690085
1000,5,neo4j_optimized,15,50,10.5366,3.131638164257923,9.646598281167478,11.426601718832522
1000,5,neo4j_optimized,16,50,16.4738,10.5193910140332,13.484222152081728,19.463377847918274
1000,5,neo4j_optimized,17,50,549.4670000000001,374.8407134588325,442.938447923224,655.9955520767762
1000,5,neo4j_optimized,18,50,2.9122,0.25428001598751765,2.8399344190409437,2.984465580959056
1000,5,neo4j_optimized,19,50,15.921399999999998,2.7337281189927114,15.144483064802014,16.698316935197983
1000,5,neo4j_optimized,20,50,16.8824,13.119878135322534,13.153771889454156,20.611028110545845
1000,5,neo4j_optimized,21,50,11.536399999999999,2.2327138789612344,10.901869736377542,12.170930263622456
1000,5,neo4j_optimized,22,50,10.850000000000001,2.676729652514998,10.089281849743061,11.610718150256941
1000,5,neo4j_optimized,23,50,11.452800000000002,2.8272370878687214,10.649308109886807,12.256291890113197
1000,5,neo4j_optimized,24,50,13.5404,3.1539362901696317,12.644061223899923,14.436738776100077
1000,5,postgres_normal,1,50,136.5762,95.73187980916241,109.36950078754089,163.7828992124591
1000,5,postgres_normal,2,50,43.3166,1.4228465432766408,42.91223148654781,43.72096851345219
1000,5,postgres_normal,3,50,45.6382,3.452165655684227,44.65710537600419,46.619294623995806
1000,5,postgres_normal,4,50,48.2054,1.4178097653113568,47.80246292300737,48.608337076992626
1000,5,postgres_normal,5,50,73.9488,5.199256869976708,72.47118754663805,75.42641245336196
1000,5,postgres_normal,6,50,43.860600000000005,1.648958124986558,43.39197128603469,44.32922871396532
1000,5,postgres_normal,7,50,50.353599999999986,4.895696886041862,48.96225833952665,51.74494166047332
1000,5,postgres_normal,8,50,47.5264,3.996115848865123,46.39071644155589,48.66208355844412
1000,5,postgres_normal,9,50,44.90520000000001,1.5572873327471377,44.462623836929936,45.34777616307008
1000,5,postgres_normal,10,50,48.203399999999995,2.423519628093633,47.5146433424636,48.89215665753639
1000,5,postgres_normal,11,50,49.174,1.9677605628361041,48.61476863567347,49.73323136432653
1000,5,postgres_normal,12,50,48.2206,3.7349580824356012,47.15913665756344,49.28206334243656
1000,5,postgres_normal,13,50,45.8234,3.495959539531431,44.82985929192487,46.81694070807513
1000,5,postgres_normal,14,50,44.8808,2.8514828509004913,44.07041754027408,45.69118245972592
1000,5,postgres_normal,15,50,45.951000000000015,3.1278154663977125,45.06208467987887,46.83991532012116
1000,5,postgres_normal,16,50,45.410999999999994,3.238544174061386,44.49061592934773,46.331384070652256
1000,5,postgres_normal,17,50,44.3626,1.2408256138884435,44.00996126231435,44.71523873768565
1000,5,postgres_normal,18,50,44.4092,1.3113365047048102,44.03652228886613,44.781877711133866
1000,5,postgres_normal,19,50,44.705200000000005,3.30862894102493,43.76489805895855,45.64550194104146
1000,5,postgres_normal,20,50,44.74879999999999,1.1019752951043904,44.43562208629734,45.061977913702634
1000,5,postgres_normal,21,50,45.527799999999985,4.519157538429354,44.24346963808854,46.81213036191143
1000,5,postgres_normal,22,50,46.1338,2.880417267107851,45.315194470172344,46.95240552982766
1000,5,postgres_normal,23,50,45.582,3.514713098286304,44.58312958949738,46.58087041050262
1000,5,postgres_normal,24,50,44.96660000000001,1.550237124719035,44.52602748388212,45.407172516117896
1000,5,postgres_optimized,1,50,135.3624,102.49563020172607,106.23346419461629,164.49133580538373
1000,5,postgres_optimized,2,50,43.9794,1.159050297371402,43.65000155012566,44.30879844987434
1000,5,postgres_optimized,3,50,45.8094,3.958476521004885,44.68441342017673,46.93438657982326
1000,5,postgres_optimized,4,50,48.8084,2.4876063078504087,48.10143010959757,49.515369890402425
1000,5,postgres_optimized,5,50,81.2404,4.455376921227212,79.97419588893898,82.50660411106101
1000,5,postgres_optimized,6,50,44.769,2.9610617580006466,43.92747555944756,45.61052444055244
1000,5,postgres_optimized,7,50,46.48479999999999,1.4987848683625855,46.05885005334677,46.91074994665322
1000,5,postgres_optimized,8,50,47.997400000000006,1.720716284171288,47.50837784283823,48.48642215716178
1000,5,postgres_optimized,9,50,46.7922,4.7265637904619595,45.44892543345073,48.13547456654927
1000,5,postgres_optimized,10,50,47.9874,3.3770345704176497,47.02765739418693,48.94714260581307
1000,5,postgres_optimized,11,50,50.148199999999996,3.4666072869064144,49.16300110982261,51.13339889017738
1000,5,postgres_optimized,12,50,47.0268,1.7647690951463526,46.52525817248336,47.52834182751664
1000,5,postgres_optimized,13,50,46.920399999999994,5.059015779087987,45.482643623679905,48.35815637632008
1000,5,postgres_optimized,14,50,45.093,1.6905671672367162,44.612546127067006,45.573453872933
1000,5,postgres_optimized,15,50,46.07679999999999,3.3127665483824282,45.135322163958264,47.01827783604172
1000,5,postgres_optimized,16,50,45.738600000000005,3.5860825138189956,44.71944662602442,46.75775337397559
1000,5,postgres_optimized,17,50,45.772000000000006,3.222921098656196,44.85605595825107,46.68794404174894
1000,5,postgres_optimized,18,50,45.13740000000001,2.775746864009977,44.348541469596235,45.92625853040378
1000,5,postgres_optimized,19,50,44.98739999999999,1.1984374350437683,44.64680784945218,45.32799215054779
1000,5,postgres_optimized,20,50,46.38800000000001,3.719394837763755,45.3309596827605,47.445040317239524
1000,5,postgres_optimized,21,50,45.465199999999996,3.6049910073764817,44.44067289161322,46.489727108386774
1000,5,postgres_optimized,22,50,44.869,1.2310626735152232,44.51913585926881,45.21886414073119
