users,concurrency,query_no,duration_ms_postgres_normal,duration_ms_postgres_optimized,duration_ms_neo4j_normal,duration_ms_neo4j_optimized,server_ms_postgres_normal,server_ms_postgres_optimized,server_ms_neo4j_normal,server_ms_neo4j_optimized,avg_cpu_postgres_normal,avg_cpu_postgres_optimized,avg_cpu_neo4j_normal,avg_cpu_neo4j_optimized,avg_mem_postgres_normal,avg_mem_postgres_optimized,avg_mem_neo4j_normal,avg_mem_neo4j_optimized,disk_mb_postgres_normal,disk_mb_postgres_optimized,disk_mb_neo4j_normal,disk_mb_neo4j_optimized
100000,1,24,4.1,3.8,106.1,244.7,0.0,0.0,94.6,234.8,78.0,96.7,10.8,9.4,4047.0,9676.3,7723.3,7622.0,443.0,443.0,690.9,690.9
100000,3,1,87.0,86.6,5569.8,5583.1,3.9,4.0,453.9,459.9,10.3,10.6,3.2,3.2,4047.0,9671.3,7754.6,7647.2,443.0,443.0,690.9,690.9
100000,3,2,23.4,23.0,23.5,23.5,0.1,0.1,0.3,0.4,15.6,15.9,15.4,14.8,4047.0,9671.3,7755.6,7647.8,443.0,443.0,690.9,690.9
100000,3,3,24.9,25.0,104.2,102.5,0.2,0.2,30.0,28.4,15.5,15.4,11.2,11.2,4047.0,9671.3,7755.2,7647.8,443.0,443.0,690.9,690.9
100000,3,4,26.9,27.4,953.5,924.6,0.5,0.5,673.2,644.3,15.2,16.2,32.2,30.2,4047.0,9258.6,7784.4,7697.9,443.0,443.0,690.9,690.9
100000,3,5,136.4,76.3,105.3,104.0,101.2,34.9,98.4,99.4,52.6,27.6,27.3,29.3,4067.4,8121.2,7785.4,7702.4,443.0,443.0,690.9,690.9
100000,3,6,27.4,27.4,33.5,43.2,4.4,4.5,12.6,21.7,16.8,17.1,19.9,20.1,4067.4,8124.2,7787.3,7702.6,443.0,443.0,690.9,690.9
100000,3,7,64.2,25.9,497.2,611.3,37.8,0.8,412.5,523.4,43.5,15.7,21.8,22.3,4068.2,8123.3,7791.7,7707.9,443.0,443.0,690.9,690.9
100000,3,8,134.3,146.7,100.9,101.4,92.6,96.4,37.9,26.8,74.9,74.5,13.4,11.3,4035.8,8099.2,7792.9,7708.7,443.0,443.0,690.9,690.9
100000,3,9,42.0,25.2,221.0,223.9,18.0,0.5,191.6,193.6,28.0,15.9,23.8,24.0,4036.0,8100.2,7793.1,7715.7,443.0,443.0,690.9,690.9
100000,3,10,339.1,281.8,542.3,462.8,338.1,248.1,534.0,457.3,26.7,23.8,31.4,32.8,4051.1,8109.9,7794.2,7717.4,443.0,443.0,690.9,690.9
100000,3,11,491.7,503.8,2118.2,1757.0,531.6,535.5,2102.5,1731.1,24.6,24.6,31.2,29.3,4052.5,8112.2,7795.6,7717.9,443.0,443.0,690.9,690.9
100000,3,12,337.4,278.4,530.2,632.3,343.8,249.0,520.5,627.4,27.0,23.7,30.9,31.2,4045.5,8108.9,7796.1,7718.4,443.0,443.0,690.9,690.9
100000,3,13,26.0,24.5,35.2,34.7,0.1,0.1,24.6,24.6,14.5,15.6,30.4,32.1,4046.5,8111.8,7796.8,7718.8,443.0,443.0,690.9,690.9
100000,3,14,25.7,25.5,44.4,50.2,0.1,0.1,33.9,40.0,14.5,15.2,27.6,30.3,4046.5,8112.6,7797.3,7719.3,443.0,443.0,690.9,690.9
100000,3,15,26.5,25.1,36.7,65.9,0.1,0.1,26.2,56.0,14.3,15.5,30.2,27.2,4046.6,8113.4,7798.5,7720.0,443.0,443.0,690.9,690.9
100000,3,16,25.8,25.2,178.3,427.3,0.1,0.1,167.3,411.2,14.7,15.4,25.8,25.2,4046.6,8114.1,7799.1,7720.5,443.0,443.0,690.9,690.9
100000,3,17,26.2,25.1,432.3,438.7,0.1,0.1,423.9,426.6,14.3,15.2,25.3,25.2,4046.6,8114.9,7799.4,7720.9,443.0,443.0,690.9,690.9
100000,3,18,25.7,24.4,3.1,13.3,0.1,0.1,0.4,10.6,14.4,15.6,104.9,44.4,4046.6,8116.1,7799.5,7721.1,443.0,443.0,690.9,690.9
100000,3,19,25.3,25.2,39.6,72.1,0.1,0.1,33.2,64.3,14.6,15.1,26.1,25.9,4046.7,8117.2,7799.6,7721.2,443.0,443.0,690.9,690.9
100000,3,20,25.3,25.4,12.2,11.5,0.1,0.2,4.7,4.9,14.7,15.3,30.7,33.2,4046.7,8118.9,7799.8,7721.4,443.0,443.0,690.9,690.9
100000,3,21,25.2,24.7,35.2,34.2,0.0,0.0,29.6,28.7,14.9,15.2,26.9,27.8,4047.7,8120.0,7800.5,7721.5,443.0,443.0,690.9,690.9
100000,3,22,25.5,24.2,15.5,21.2,0.0,0.0,9.9,16.2,14.6,15.4,38.2,32.1,4047.8,8120.5,7801.2,7721.7,443.0,443.0,690.9,690.9
100000,3,23,25.2,24.8,38.7,80.2,0.0,0.0,34.0,74.9,14.7,15.1,28.8,26.3,4047.7,8120.6,7801.3,7720.9,443.0,443.0,690.9,690.9
100000,3,24,25.2,24.2,99.9,250.8,0.0,0.0,92.9,244.3,14.9,15.6,26.0,25.7,4043.3,8120.6,7801.7,7720.9,443.0,443.0,690.9,690.9
100000,5,1,137.7,135.7,9288.7,9307.0,4.0,4.0,486.3,481.6,9.7,10.2,3.3,3.3,4040.2,8116.8,7819.8,7738.0,443.0,443.0,690.9,690.9
100000,5,2,44.1,44.2,37.9,37.9,0.1,0.1,0.3,0.4,10.3,10.3,9.6,9.6,4040.3,8116.6,7820.1,7738.0,443.0,443.0,690.9,690.9
100000,5,3,46.4,45.8,156.6,157.6,0.2,0.2,28.5,28.5,10.4,10.6,10.2,10.1,4040.3,8116.6,7820.2,7738.1,443.0,443.0,690.9,690.9
100000,5,4,48.8,48.4,1318.0,1431.9,0.5,0.5,833.5,954.6,11.0,11.3,41.9,41.9,4040.3,8116.0,7874.4,7765.1,443.0,443.0,690.9,690.9
100000,5,5,201.3,98.2,153.8,115.3,106.7,34.6,143.5,106.8,64.7,34.5,41.7,43.9,4054.8,8122.0,7876.1,7768.1,443.0,443.0,690.9,690.9
100000,5,6,48.9,49.4,47.7,56.6,4.4,4.5,13.2,22.1,12.6,12.8,18.9,22.3,4055.7,8124.3,7875.6,7767.7,443.0,443.0,690.9,690.9
100000,5,7,92.4,46.7,578.3,630.5,38.0,0.8,434.2,478.2,50.0,11.5,32.0,32.4,4063.2,8124.2,7875.7,7767.8,443.0,443.0,690.9,690.9
100000,5,8,341.9,404.5,145.8,139.2,92.2,97.3,32.7,25.9,49.2,42.9,12.7,11.8,4036.1,8095.4,7876.7,7768.9,443.0,443.0,690.9,690.9
100000,5,9,67.0,46.7,247.2,246.5,18.2,0.5,201.8,199.3,27.7,11.1,36.4,36.9,4036.2,8094.0,7876.9,7765.1,443.0,443.0,690.9,690.9
100000,5,10,376.1,319.4,636.3,534.1,338.1,246.0,612.1,522.6,41.5,36.2,48.7,52.4,4051.3,8111.2,7876.6,7766.2,443.0,443.0,690.9,690.9
100000,5,11,539.3,549.9,2350.7,1923.4,536.4,536.4,2310.4,1881.4,39.0,39.0,50.7,46.7,4053.1,8110.7,7877.8,7766.0,443.0,443.0,690.9,690.9
100000,5,12,375.4,314.9,615.3,699.5,342.4,250.7,600.1,691.6,41.7,36.3,48.3,49.4,4048.9,8107.2,7878.0,7766.3,443.0,443.0,690.9,690.9
100000,5,13,45.8,45.9,40.8,36.9,0.1,0.1,29.1,26.7,10.4,10.6,44.0,42.5,4049.0,8109.5,7879.7,7766.4,443.0,443.0,690.9,690.9
100000,5,14,45.2,45.8,45.8,45.5,0.1,0.1,36.1,36.6,10.6,10.7,42.4,41.5,4049.0,8109.6,7879.4,7766.5,443.0,443.0,690.9,690.9
100000,5,15,45.8,46.6,36.0,66.7,0.1,0.1,25.8,57.9,10.5,10.7,40.7,41.6,4049.1,8109.8,7880.3,7767.0,443.0,443.0,690.9,690.9
100000,5,16,45.3,47.4,195.1,432.0,0.1,0.1,181.7,416.0,10.7,10.5,41.4,41.0,4049.1,8110.1,7880.1,7768.6,443.0,443.0,690.9,690.9
100000,5,17,45.1,45.7,455.3,468.9,0.1,0.1,433.6,439.0,10.3,10.5,40.8,40.3,4049.1,8110.1,7880.7,7768.6,443.0,443.0,690.9,690.9
100000,5,18,46.2,46.2,2.9,14.0,0.1,0.1,0.4,11.0,10.2,10.4,109.6,55.4,4049.1,8111.1,7880.7,7768.6,443.0,443.0,690.9,690.9
100000,5,19,45.0,45.8,43.2,78.0,0.1,0.1,35.5,69.5,10.4,10.4,37.6,39.8,4049.2,8111.7,7880.7,7768.7,443.0,443.0,690.9,690.9
100000,5,20,45.1,45.6,15.4,15.3,0.1,0.2,5.3,4.4,10.5,10.8,24.2,25.0,4049.2,8113.3,7880.9,7768.5,443.0,443.0,690.9,690.9
100000,5,21,45.4,45.7,35.1,36.2,0.0,0.0,29.5,31.6,10.4,10.4,41.1,42.4,4050.1,8114.0,7880.9,7768.8,443.0,443.0,690.9,690.9
100000,5,22,45.2,46.4,15.8,20.2,0.0,0.0,9.7,16.4,10.5,10.5,35.9,40.3,4050.2,8114.0,7881.0,7768.9,443.0,443.0,690.9,690.9
100000,5,23,46.1,45.6,40.2,82.9,0.0,0.0,35.5,77.5,10.4,10.5,41.4,41.2,4050.2,8114.0,7880.8,7769.1,443.0,443.0,690.9,690.9
100000,5,24,45.4,45.4,106.6,268.7,0.0,0.0,100.3,252.6,10.4,10.5,41.2,40.5,4050.2,8114.2,7881.4,7769.6,443.0,443.0,690.9,690.9
100000,10,1,262.2,260.0,18596.9,18669.8,4.0,4.0,564.1,552.0,9.2,9.8,3.8,3.7,4047.4,8109.8,7923.3,7815.2,443.0,443.0,690.9,690.9
100000,10,2,86.5,84.9,73.4,73.6,0.1,0.1,0.3,0.4,7.6,7.7,5.7,5.8,4032.1,8094.2,7924.7,7815.5,443.0,443.0,690.9,690.9
100000,10,3,99.5,98.4,293.3,293.7,0.2,0.2,32.5,32.9,7.6,7.7,10.9,11.1,4032.2,8094.3,7923.6,7815.5,443.0,443.0,690.9,690.9
100000,10,4,103.6,103.1,2296.2,2480.6,0.5,0.5,1299.5,1475.8,8.3,8.5,55.1,54.8,4032.5,8094.7,8019.1,7962.7,443.0,443.0,690.9,690.9
100000,10,5,381.5,165.3,160.1,131.5,113.7,41.6,145.4,119.2,70.3,41.9,79.7,82.6,4034.1,8107.8,8029.0,7967.9,443.0,443.0,690.9,690.9
100000,10,6,104.7,103.5,82.9,91.7,4.4,4.5,15.1,24.1,9.7,10.1,22.8,26.5,4034.1,8117.9,8031.4,7969.8,443.0,443.0,690.9,690.9
100000,10,7,165.9,99.4,776.5,818.3,38.0,0.8,489.7,511.2,55.9,8.5,52.9,53.2,4052.5,8117.9,8032.8,7970.5,443.0,443.0,690.9,690.9
100000,10,8,505.0,546.2,264.8,258.7,92.2,97.2,36.5,28.9,66.9,66.7,13.8,11.5,4036.3,8082.6,8034.5,7970.0,443.0,443.0,690.9,690.9
100000,10,9,126.8,99.0,335.5,344.0,18.1,0.6,237.9,247.1,27.6,8.4,61.1,62.1,4036.4,8023.3,8034.1,7970.4,443.0,443.0,690.9,690.9
100000,10,10,483.7,401.1,823.4,776.3,340.0,247.8,784.8,717.7,70.4,61.9,84.5,83.3,4051.5,8040.5,8033.6,7970.8,443.0,443.0,690.9,690.9
100000,10,11,641.5,658.4,3232.6,2586.3,540.9,543.9,3079.3,2473.2,69.5,69.4,84.9,83.6,4050.0,8038.3,8034.6,7970.6,443.0,443.0,690.9,690.9
100000,10,12,477.8,399.0,820.1,970.0,341.5,247.4,777.8,912.2,70.3,61.7,85.2,82.8,4051.3,8039.1,8035.5,7972.2,443.0,443.0,690.9,690.9
100000,10,13,99.7,98.6,38.7,38.9,0.1,0.1,28.4,28.3,7.5,7.7,73.1,71.7,4052.3,7960.8,8034.7,7971.3,443.0,443.0,690.9,690.9
100000,10,14,97.0,99.0,49.1,53.5,0.1,0.1,38.3,42.5,7.7,7.9,74.3,75.0,4052.3,7961.0,8035.1,7974.2,443.0,443.0,690.9,690.9
100000,10,15,98.3,98.6,39.7,73.8,0.1,0.1,28.3,62.1,7.7,7.9,72.7,75.6,4052.4,7961.3,8035.3,7975.5,443.0,443.0,690.9,690.9
100000,10,16,98.5,98.0,216.2,466.3,0.1,0.1,201.6,443.1,7.7,8.2,79.5,80.0,4052.5,7945.7,8035.5,7975.8,443.0,443.0,690.9,690.9
100000,10,17,98.9,98.7,512.1,516.8,0.1,0.1,486.4,490.9,7.3,7.5,78.9,79.4,4052.5,7908.9,8035.5,7977.7,443.0,443.0,690.9,690.9
100000,10,18,98.2,98.7,4.6,16.4,0.1,0.1,0.1,11.6,7.5,7.6,68.5,77.5,4052.5,7910.0,8035.5,7977.7,443.0,443.0,690.9,690.9
100000,10,19,96.9,97.9,52.2,88.9,0.1,0.1,39.9,75.5,7.4,7.6,58.0,69.2,4052.5,7910.7,8035.5,7977.7,443.0,443.0,690.9,690.9
100000,10,20,98.5,98.6,22.9,21.9,0.1,0.2,3.5,3.3,7.5,7.8,18.2,17.8,4052.6,7913.0,8036.9,7977.8,443.0,443.0,690.9,690.9
100000,10,21,98.1,98.0,38.4,38.8,0.0,0.0,33.8,33.4,7.4,7.6,71.2,70.4,4053.6,7914.3,8039.2,7977.8,443.0,443.0,690.9,690.9
100000,10,22,98.1,97.2,17.6,23.1,0.0,0.0,12.7,17.9,7.4,7.6,46.2,57.1,4053.7,7911.1,8039.4,7977.9,443.0,443.0,690.9,690.9
100000,10,23,98.2,97.4,43.8,91.2,0.0,0.0,38.9,85.0,7.5,7.6,69.8,77.9,4053.7,7908.5,8039.6,7978.0,443.0,443.0,690.9,690.9
100000,10,24,98.4,97.8,116.9,297.4,0.0,0.0,106.1,279.2,7.4,7.6,77.6,79.5,4053.7,7909.0,8039.9,7978.1,443.0,443.0,690.9,690.9
